Index,Type,Group,Day,Time,Venue,Remark
 19527,Lec/Studio,LEC1,Wed,0930-1130,ONLINE,
,Tut,T1,Thu,1230-1330,ONLINE, Teaching Wk2-13
 19528,Lec/Studio,LEC1,Wed,0930-1130,ONLINE,
,Tut,T2,Thu,1330-1430,ONLINE, Teaching Wk2-13
 19529,Lec/Studio,LEC1,Wed,0930-1130,ONLINE,
,Tut,T3,Thu,1430-1530,ONLINE, Teaching Wk2-13
 19695,Lec/Studio,LEC1,Wed,0930-1130,ONLINE,
,Tut,T4,Thu,1530-1630,ONLINE, Teaching Wk2-13
