Index,Type,Group,Day,Time,Venue,Remark
06118,,CS,,,,
08560,,SBS1,,,,
08561,,SBS2,,,,
08562,,SBS3,,,,
10129,,SCSE,,,,
15604,,MAT,,,,
17999,,SOH,,,,
19985,,SSS,,,,
23003,,MAE,,,,
36006,,EEE,,,,
58130,,CBE,,,,
63170,,ADM,,,,
68201,,SSM,,,,
71550,,SPMS,,,,
80219,,REP,,,,
