Index,Type,Group,Day,Time,Venue,Remark
10261,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10261,Tut,SSP6,2,0830 0930,LHN-TR+17,2 3 4 5 6 7 8 9 10 11 12 13
10261,Lab,SSP6,1,1430 1630,SWLAB2,1 3 5 7 9 11 13
10262,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10262,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10262,Tut,SSP7,3,0930 1030,TR+19,2 3 4 5 6 7 8 9 10 11 12 13
10262,Lab,SSP7,5,1230 1430,SWLAB3,2 4 6 8 10 12
10466,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10466,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10466,Tut,SS1,1,1430 1530,TR+37,2 3 4 5 6 7 8 9 10 11 12 13
10466,Lab,SS7,2,1230 1430,SWLAB3,1 3 5 7 9 11 13
10467,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10467,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10467,Tut,SS5,1,1430 1530,TR+18,2 3 4 5 6 7 8 9 10 11 12 13
10467,Lab,SS7,2,1230 1430,SWLAB3,1 3 5 7 9 11 13
10468,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10468,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10468,Tut,SS3,4,0830 0930,TR+19,2 3 4 5 6 7 8 9 10 11 12 13
10468,Lab,SS7,2,1230 1430,SWLAB3,1 3 5 7 9 11 13
10469,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10469,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10469,Tut,SSP1,2,1430 1530,TR+16,2 3 4 5 6 7 8 9 10 11 12 13
10469,Lab,SS7,2,1230 1430,SWLAB3,1 3 5 7 9 11 13
10470,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10470,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10470,Tut,SS2,3,0930 1030,TR+15,2 3 4 5 6 7 8 9 10 11 12 13
10470,Lab,SS8,2,1430 1630,SWLAB2,1 3 5 7 9 11 13
10471,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10471,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10471,Tut,SSP2,5,1330 1430,TR+17,2 3 4 5 6 7 8 9 10 11 12 13
10471,Lab,SS8,2,1430 1630,SWLAB2,1 3 5 7 9 11 13
10472,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10472,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10472,Tut,SSP3,2,0830 0930,TR+18,2 3 4 5 6 7 8 9 10 11 12 13
10472,Lab,SS8,2,1430 1630,SWLAB2,1 3 5 7 9 11 13
10473,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10473,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10473,Tut,SSP4,1,1030 1130,TR+19,2 3 4 5 6 7 8 9 10 11 12 13
10473,Lab,SS8,2,1430 1630,SWLAB2,1 3 5 7 9 11 13
10474,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10474,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10474,Tut,SS4,1,1030 1130,TRX44,2 3 4 5 6 7 8 9 10 11 12 13
10474,Lab,SS9,1,1430 1630,SWLAB3,1 3 5 7 9 11 13
10475,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10475,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10475,Tut,SS6,1,1130 1230,TR+16,2 3 4 5 6 7 8 9 10 11 12 13
10475,Lab,SS9,1,1430 1630,SWLAB3,1 3 5 7 9 11 13
10476,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10476,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10476,Tut,SSP5,5,1330 1430,LHN-TR+18,2 3 4 5 6 7 8 9 10 11 12 13
10476,Lab,SS9,1,1430 1630,SWLAB3,1 3 5 7 9 11 13
10477,Lec/Studio,CS2,4,1230 1330,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10477,Lec/Studio,CS2,1,1330 1430,ONLINE,1 2 3 4 5 6 7 8 9 10 11 12 13
10477,Tut,SSP6,2,0830 0930,LHN-TR+17,2 3 4 5 6 7 8 9 10 11 12 13
10477,Lab,SS9,1,1430 1630,SWLAB3,1 3 5 7 9 11 13
